no,sekolah,latitude,longitude,nama_gambar
332,SDN Wonotingal,-7.01092452435025,110.41798864507,SDNWonotingal.png
333,SMPN 1,-6.98097715008000,110.38867031448,SMPN1.png
334,SMPN 2,-6.99489844461398,110.43427494645,SMPN2.png
335,SMPN 3,-6.98539958557307,110.42663540820,SMPN3.png
336,SMPN 4,-6.97487489448649,110.44788979807,SMPN4.png
337,SMPN 5,-7.01098357353552,110.41709029278,SMPN5.png
338,SMPN 6,-6.96991687660994,110.43353712861,SMPN6.png
339,SMPN 8,-7.01123634233322,110.43661257595,SMPN8.png
340,SMPN 9,-7.00919617754085,110.45953209131,SMPN9.png
341,SMPN 10,-6.99129541199692,110.41641066169,SMPN10.png
342,SMPN 13,-7.01203069830344,110.39519995159,SMPN13.png
343,SMPN 14,-7.00520174881500,110.46316109961,SMPN14.png
344,SMPN 15,-6.99509722245444,110.45622029053,SMPN15.png
345,SMPN 16,-6.99541905362527,110.34937723996,SMPN16.png
346,SMPN 17,-7.02880826289307,110.43421517739,SMPN17.png
347,SMPN 18,-6.98832274836922,110.36224762324,SMPN18.png
348,SMPN 19,-6.99979436475759,110.38037109757,SMPN19.png
349,SMPN 20,-6.96298937803953,110.46780387023,SMPN20.png
350,SMPN 21,-7.07357858906394,110.41418121132,SMPN21.png
351,SMPN 22,-7.07346153755836,110.36015703262,SMPN22.png
352,SMPN 23,-7.05777573564795,110.31327880075,SMPN23.png
353,SMPN 24,-7.11022443839779,110.39694898447,SMPN24.png
354,SMPN 25,-6.95824247341347,110.40145723418,SMPN25.png
355,SMPN 26,-7.08581322301838,110.41641660204,SMPN26.png
356,SMPN 27,-7.05120619056753,110.42259246391,SMPN27.png
357,SMPN 28,-6.96683931956770,110.29830761630,SMPN25.png
358,SMPN 29,-7.02282888001057,110.46450327268,SMPN29.png
359,SMPN 30,-6.97919800125065,110.39715668618,SMPN30.png
360,SMPN 31,-6.97845332456517,110.36716439778,SMPN31.png
361,SMPN 32,-6.98653373803549,110.42872263829,SMPN31.png
362,SMPN 33,-7.04605694366278,110.46360869600,SMPN33.png
363,SMPN 34,-6.99890962408674,110.48055341557,SMPN34.png
364,SMPN 35,-7.09430580357367,110.32446969518,SMPN35.png
365,SMPN 36,-6.97793720079370,110.42257120043,SMPN36.png
366,SMPN 37,-7.00255542293825,110.43624471606,SMPN37.png
367,SMPN 38,-6.97082741942606,110.43002498204,SMPN38.png
368,SMPN 39,-7.00378202337355,110.43650292665,SMPN39.png
369,SMPN 40,-6.98952845620339,110.40463042047,SMPN40.png
370,SMPN 41,-7.07213733960753,110.35821605543,SMPN41.png
371,SMPN 42,-7.04250079117555,110.48157082762,SMPN42.png
372,SMPN 43,-6.97578001655890,110.47505934618,SMPN43.png
373,SMPN 44,-7.03873303409188,110.29288622607,SMPN44.png
